lesson,order_in_lesson,kanji,keyword,slug,v1_concept_summary,v2Concept,subjectType,humanPresence,narrativeStrength,emotionalTone,colorWeight,atmosphere,galleryPriority
32,1,曰, ,sayeth,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for « »: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 曰 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
32,2,困,quandary,quandary,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «quandary»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 困 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
32,3,固,hard,hard,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «hard»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 固 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",transition
32,4,錮,weld,weld,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «weld»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 錮 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,5,国,country,country,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «country»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 国 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,6,団,group,group,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «group»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 団 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,7,因,reason,reason,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «reason»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 因 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,8,姻,matrimony,matrimony,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «matrimony»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 姻 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,9,咽,gullet,gullet,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «gullet»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 咽 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,10,園,garden,garden,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «garden»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 園 only if carved, cast, or woven into the scene.",landscape,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
32,11,回,occurrences,occurrences,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «occurrences»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 回 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,12,壇,podium,podium,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «podium»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 壇 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,13,店,store,store,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «store»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 店 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,14,庫,storage,storage,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «storage»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 庫 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,15,庭,courtyard,courtyard,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «courtyard»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 庭 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,16,庁,government_office,government_office,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «government_office»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 庁 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,17,床,bed,bed,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «bed»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 床 only if carved, cast, or woven into the scene.",still_life,none,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,18,麻,hemp,hemp,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «hemp»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 麻 only if carved, cast, or woven into the scene.",human,secondary,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",supporting
32,19,磨,grind,grind,V1 KML-CLASS: study illustration tied to lesson palette and verse mood.,"Gallery still for «grind»: a compelling real-world subject — figure, object, or weather — in cold blue-grey with pale ivory; impressionistic realism; moment from a larger story; kanji 磨 only if carved, cast, or woven into the scene.",mixed,implied,implied,"inward, reflective, spacious",moderate,"inward, reflective, spacious; exhibition depth",feature
