kanji,slug,prompt
稜,imperial_authority,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
稀,sparse,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
穆,obeisant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
窺,peep,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
窄,tight,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
穿,drill,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
竃,kitchen_stove,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
竪,longness,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
颯,rustling,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
站,outpost,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
靖,repose,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
妾,concubine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
衿,lapel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
袷,lined_kimono,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
袴,pleated_skirt,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
襖,sliding_door,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
笙,panpipe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
筏,raft,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
簾,bamboo_blinds,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
箪,rattan_box,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
竿,pole,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
箆,spatula,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
箔,foil,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
笥,wardrobe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
箭,arrow_shaft,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
筑,ancient_harp,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
篠,slender_bamboo,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
纂,redaction,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
竺,bamboo_cane,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
箕,winnowing_fan,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
笈,backpack,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
篇,livraison,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
筈,should,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
簸,winnow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
粕,settlings,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
糟,lees,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
糊,paste,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
籾,unhulled_rice,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
糠,rice_bran,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
糞,excrement,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
粟,foxtail_millet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
繋,link_up,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
綸,twine,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
絨,carpet_yarn,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
絆,ties,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
緋,scarlet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
綜,synthesis,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
紐,string,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
紘,chinstrap,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
纏,summarize,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
絢,gorgeous,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
繍,embroidery,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
紬,pongee,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
綺,ornate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
綾,twill_fabric,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
絃,catgut,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
縞,stripe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
綬,gimp,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
紗,silk_gauze,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
舵,rudder,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
聯,strung_together,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
聡,attentive,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
聘,summons,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
耽,addiction,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
耶,exclamation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蚤,flea,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蟹,crab,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛋,protein,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蟄,hibernation,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蝿,housefly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蟻,ant,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蝋,wax,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蝦,shrimp,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛸,octopus,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
螺,screw,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蝉,cicada,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛙,frog,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛾,moth,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛤,clam,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛭,leech,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蛎,oyster,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
罫,ruled_lines,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
袈,stole,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
裟,monks_sash,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
截,incision,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
哉,alas,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
詢,counsel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
諄,polite,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
讐,vendetta,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
諌,remonstrate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
諒,verify,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
讃,compliment,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
訊,query,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
訣,split_up,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
詫,apologize,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
誼,familiarity,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
謬,fallible,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
訝,wary,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
諺,proverb,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
誹,slander,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
謂,so_called,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
諜,spying,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
註,footnote,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
譬,parable,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
轟,rumble,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
輔,reinforce,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
輻,spoke,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
輯,assemble,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
豹,panther,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賎,despicable,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
貰,get,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
賑,bustling,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
贖,expiate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
躓,stumble,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蹄,hoof,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
蹟,vestiges,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
跨,straddle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
跪,kneel,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
醤,soy_sauce,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
醍,whey,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
醐,ghee,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
醇,strong_sake,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
麹,malt,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
釦,button,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
銚,keg,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鋤,plow,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鋸,hand_saw,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
錐,awl,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鍬,hoe,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鋲,rivet,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
錫,tin,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
錨,anchor,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
釘,nail,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鑓,javelin,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鋒,swords_point,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鎚,iron_hammer,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鉦,carillion,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
錆,rust,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鍾,cluster,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鋏,scissors,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
閃,flash,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
悶,agony,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
閤,side_gate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
雫,trickle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
霞,haze,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
翰,quill,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
斡,auspices,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鞍,saddle,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鞭,whip,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鞘,saddle_straps,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鞄,briefcase,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
靭,pliable,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
鞠,terminate,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
顛,overturn,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
穎,brush_tip,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
頗,exceedingly,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
頌,accolade,"64x64 pixel art, minimal style, 3-5 colors, clean pixel edges, simple abstract symbol"
