kanji,slug,keyword,prompt
癌,cancer,cancer,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of cancer, simple abstract form"
痺,paralysis,paralysis,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of paralysis, simple abstract form"
眸,eye_pupil,eye_pupil,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of eye_pupil, simple abstract form"
眩,dizzy,dizzy,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of dizzy, simple abstract form"
雉,pheasant,pheasant,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pheasant, simple abstract form"
矩,carpenters_square,carpenters_square,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of carpenters_square, simple abstract form"
磐,bedrock,bedrock,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bedrock, simple abstract form"
碇,grapnel,grapnel,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grapnel, simple abstract form"
碧,blue_green,blue_green,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of blue_green, simple abstract form"
硯,inkstone,inkstone,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of inkstone, simple abstract form"
砥,grindstone,grindstone,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of grindstone, simple abstract form"
碗,teacup,teacup,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of teacup, simple abstract form"
碍,obstacle,obstacle,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of obstacle, simple abstract form"
碩,illustrious,illustrious,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of illustrious, simple abstract form"
磯,rocky_beach,rocky_beach,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rocky_beach, simple abstract form"
砺,whetstone,whetstone,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of whetstone, simple abstract form"
碓,mill,mill,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of mill, simple abstract form"
禦,fend_off,fend_off,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of fend_off, simple abstract form"
祷,beseech,beseech,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of beseech, simple abstract form"
祐,ancestral_tablet,ancestral_tablet,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ancestral_tablet, simple abstract form"
祇,local_god,local_god,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of local_god, simple abstract form"
祢,ancestral_shrine,ancestral_shrine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ancestral_shrine, simple abstract form"
禄,salarium,salarium,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of salarium, simple abstract form"
禎,felicitation,felicitation,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of felicitation, simple abstract form"
秤,balancing_scales,balancing_scales,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of balancing_scales, simple abstract form"
黍,millet,millet,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of millet, simple abstract form"
禿,bald,bald,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bald, simple abstract form"
稔,bear_fruit,bear_fruit,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bear_fruit, simple abstract form"
稗,crabgrass,crabgrass,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of crabgrass, simple abstract form"
穣,bumper_crop,bumper_crop,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bumper_crop, simple abstract form"
稜,imperial_authority,imperial_authority,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of imperial_authority, simple abstract form"
稀,sparse,sparse,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sparse, simple abstract form"
穆,obeisant,obeisant,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of obeisant, simple abstract form"
窺,peep,peep,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of peep, simple abstract form"
窄,tight,tight,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of tight, simple abstract form"
穿,drill,drill,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of drill, simple abstract form"
竃,kitchen_stove,kitchen_stove,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of kitchen_stove, simple abstract form"
竪,longness,longness,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of longness, simple abstract form"
颯,rustling,rustling,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rustling, simple abstract form"
站,outpost,outpost,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of outpost, simple abstract form"
靖,repose,repose,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of repose, simple abstract form"
妾,concubine,concubine,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of concubine, simple abstract form"
衿,lapel,lapel,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lapel, simple abstract form"
袷,lined_kimono,lined_kimono,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of lined_kimono, simple abstract form"
袴,pleated_skirt,pleated_skirt,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pleated_skirt, simple abstract form"
襖,sliding_door,sliding_door,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of sliding_door, simple abstract form"
笙,panpipe,panpipe,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of panpipe, simple abstract form"
筏,raft,raft,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of raft, simple abstract form"
簾,bamboo_blinds,bamboo_blinds,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bamboo_blinds, simple abstract form"
箪,rattan_box,rattan_box,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of rattan_box, simple abstract form"
竿,pole,pole,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of pole, simple abstract form"
箆,spatula,spatula,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of spatula, simple abstract form"
箔,foil,foil,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of foil, simple abstract form"
笥,wardrobe,wardrobe,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of wardrobe, simple abstract form"
箭,arrow_shaft,arrow_shaft,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of arrow_shaft, simple abstract form"
筑,ancient_harp,ancient_harp,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of ancient_harp, simple abstract form"
篠,slender_bamboo,slender_bamboo,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of slender_bamboo, simple abstract form"
纂,redaction,redaction,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of redaction, simple abstract form"
竺,bamboo_cane,bamboo_cane,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of bamboo_cane, simple abstract form"
箕,winnowing_fan,winnowing_fan,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of winnowing_fan, simple abstract form"
笈,backpack,backpack,"64x64 pixel art, minimal style, 3-5 colors, no text, clean pixel edges, simple composition, a symbolic representation of backpack, simple abstract form"
